id_cidade;bairro
3267;Monte Castelo 
3267;N. S. das Graças 
3267;Niterói 
3267;Ponte Alta 
3267;Pinto da Serra 
3267;Retiro 
3267;Rústico 
3267;São João Batista 
3267;São Cristóvão 
3267;São Geraldo 
3267;São João 
3267;Santa Cruz 
3267;São Lucas 
3267;São Luís 
3267;Santa Inês 
3267;Santa Rita do Zarur 
3267;Santo Agostinho 
3267;Sessenta 
3267;Siderópolis 
3267;Vila Brasília 
3267;Vila Mury 
3267;Vila Santa Cecília 
3267;Voldac 
3267;Três Poços 
3267;Vila Americana 
3267;Vila Rica 
3267;Jardim Belmonte 
3267;Siderlândia 
3267;Santa Cruz II 
3267;249
3267;Jardim Paraíba 
3293;Centro 
3293;Vila São José 
3293;Jardim Nova Anhembi 
3293;Recanto da Figueira 
3293;Jardim Bandeirantes 
3293;Jardim Cruzeiro 
3293;Morada do Sol 
3293;Nossa Senhora dos Navegantes 
3293;Altos de Anhembi 
3293;Distrito Industrial 
3293;Jardim Nova Pirambóia 
3293;Nossa Senhora das Graças 
3311;Um 
3311;Dois 
3311;Três 
3311;Quatro 
3311;Cinco 
3311;Seis 
3311;Sete 
3311;Oito 
3311;Nove 
3311;Dez 
3311;Onze 
3311;Doze 
3311;Treze 
3315;Água Espraiada 
3315;Alvinópolis 
3315;Boa Vista 
3315;Brotas 
3315;Caetetuba 
3315;Caioçara 
3315;Campo dos Aleixos 
3315;Centro 
3315;Guaxinduva 
3315;Iara 
3315;Itapetinga 
3315;Jundiaizinho 
3315;Laranja Azeda 
3315;Laranjal 
3315;Maracanã 
3315;Marmeleiro 
3315;Mato Dentro do Lajeado 
3315;Mato Dentro 
3315;Pinheirinho 
3315;Piqueri 
3315;Ponte 
3315;Ponte Alta 
3315;Portão 
3315;Ressaca 
3315;Ribeirão dos Porcos 
3315;Rio Abaixo 
3315;Rosário 
3315;São João das Pitas 
3315;Tanque 
3315;Usina 
3332;Centro 
3332;Califórnia 
3332;Boa Vista 
3332;Alphaville 
3332;Jubran 
3332;Tamboré 
3332;Engenho Novo 
3332;Cruz Preta 
3332;Mutinga 
3332;Aldeia 
3332;Fazenda Militar 
3332;Votupoca 
3332;Belval 
3332;Altos 
3332;Aldeia da Serra 
3332;Silveira 
3336;Jardim São Fernando 
3336;Jardim Menino Deus I 
3336;Vila Aeroporto 
3336;Jardim Menino Deus II 
3336;Residencial Vale do Sol 
3336;Residencial Rassim Dibe 
3336;Chácaras Parati 
3336;Residencial Parati I 
3336;Jardim Cláudia I 
3336;Jardim Cláudia II 
3336;Vila Santa Terezinha 
3336;Residencial Bebedouro 
3336;Jardim de Lúcia 
3336;Jardim das Laranjeiras 
3336;Distrito Industrial I 
3336;Vila Irmã Antonieta Farani 
3336;Vila Alto do Sumaré 
3336;Distrito Industrial II 
3336;Jardim das Acácias 
3336;Residencial Centenário 
3336;Residencial Pedro Maia 
3336;Residencial Antônia Santaella 
3336;Vila Major Cícero de Carvalho 
3336;Parque Residencial Irmãos Furquim 
3336;Parque Residencial Santo Antônio 
3336;Residencial São Francisco 
3336;Residencial Franciscano 
3336;Jardim Tropical 
3336;Residencial União 
3336;Jardim Três Marias 
3336;Jardim Ciranda 
3336;Jardim do Sonho 
3336;Jardim São João 
3336;Jardim São Sebastião 
3336;Vila Novo Lar 
3336;Vila Paula 
3336;Jardim Nossa Senhora Aparecida 
3336;Jardim Paraíso 
3336;Jardim Talarico 
3336;Jardim Esplanada 
3336;Jardim Casa Grande 
3336;Vila Cruzeiro 
3336;Jardim Marajá 
3336;Jardim Júlia 
3336;Jardim Califórnia 
3336;Jardim Alvorada 
3336;Vila Elizabeth 
3336;Jardim Progresso 
3336;Jardim Sanderson 
3336;Parque Eldorado 
3336;Jardim Canadá 
3336;Centro 
3336;Residencial San Conrado 
3336;Jardim Estoril 
3336;Estância Vila Verde 
3336;Jardim do Bosque 
3336;Residencial Parati II 
3336;Residencial Doutor Pedro Paschoal 
3336;Residencial Souza Lima 
3336;Pioneiro 
3336;Vila Paulista 
3336;Residencial São Carlos 
3336;Residencial Hercules Pereira Hortal 
3346;Jardim Valparaíso 
3346;AF 
3346;Terras de Santa Cruz 
3346;Jardim São Paulo 
3346;AA 
3346;AB 
3346;Parque Residencial Esplanada 
3346;AC 
3346;AD 
3346;AE 
3346;Parque Nossa Senhora das Graças 
3346;Colina Nova Boituva 
3346;AG 
3346;AH 
3346;Jardim Santa Adélia 
3346;Chácara dos Pinhais 
3346;Green Ville 
3346;Centro Empresarial Castello Branco 
3346;Portal dos Pássaros 
3346;Vivendas do Parque 
3346;Residencial Flora Ville 
3346;Jardim Flamboyant 
3346;AI 
3346;Parque Ecológico 
3346;Residencial Vitória 
3346;Residencial Del Lorenzi 
3346;AJ 
3346;Jardim Parque Ecológico 
3346;AK 
3346;Vila Nossa Senhora Aparecida 
3346;Jardim das Palmeiras 
3346;Jardim Egídio Labronici 
3346;Jardim Oreana 
3346;Jardim América 
3346;AL 
3346;AM 
3346;AN 
3346;Parque Novo Mundo 
3346;AO 
3346;Vitassay 
3346;AX 
3346;AV 
3346;AZ 
3346;AU 
3346;AY 
3346;AS 
3346;AR 
3346;AQ 
3346;Rancho dos Arcos 
3346;Recanto Maravilha 
3346;AP 
3346;AT 
3347;Vila Operária 
3347;Jardim Real 
3347;Cidade Nova 
3347;Distrito Industrial 
3347;Vila São José 
3347;Jardim Conforto 
3347;Centro 
3347;Jardim das Palmeiras 
3347;Jardim Bela Vista 
3347;Jardim Palmas 
3347;Parque das Hortências 
3347;Laranja Azeda 
3347;Guaxinduva 
3347;Alpes de Bom Jesus 
3347;Serra Negra 
3354;Cidade Nova 
3354;Jardins 
3354;América 
3354;Santa Luzia 
3354;Taboão 
3354;Pinheirais 
3354;Penha 
3354;Bianchi 
3354;Jaguari 
3354;Brasil 
3354;Santa Cruz 
3354;Lavapés 
3354;Centro 
3354;Aparecida 
3354;Matadouro 
3354;São Lourenço 
3354;Bom Retiro 
3354;Mourão 
3354;Guaripocaba 
3354;Santa Rosa 
3354;Curitibanos 
3354;Palmeiras 
3354;Caetanos 
3354;Sete Barras 
3354;Eberaba 
3354;Santana 
3354;Itapechinga 
3354;Caeté 
3354;Fernão Dias 
3354;Rio das Pedras 
3354;Santa Helena 
3354;Sete Pontes 
3354;Serrinha 
3354;Campo Novo 
3354;Pico 
3354;Morro Verde 
3354;Campinho 
3354;Birica do Campo Novo 
3354;Fazenda Velha 
3354;Barreiro 
3354;Baronesa 
3354;Boa Vista 
3354;Morro Grande da Boa Vista 
3354;Morro Grande 
3354;Água Comprida 
3354;Bacci 
3354;Souzas 
3354;Menin 
3354;Pereiras 
3369;Alpes de Caieiras 
3369;Calcarea 
3369;Centro 
3369;Laranjeiras 
3369;Melhoramentos 
3369;Morro Grande 
3369;Nova Caieiras 
3369;Nova Era 
3369;Santa Inês 
3369;Serpa 
3369;Vera Tereza 
3369;Vila Rosina 
3394;Centro 
3394;Parque Iracema 
3394;Vila Rodrigues 
3394;Vila Santo Antônio 
3394;Parque Residencial Agudo Romão 
3394;Jardim Del Rey 
3394;Jardim Amêndola 
3394;Jardim Clélia 
3394;Parque Joaquim Lopes 
3394;Residencial Pedro Monteleone 
3394;Loteamento Miguel Elias 
3394;Granville I 
3394;Granville II 
3394;Jardim Primavera 
3394;Vila Industrial 
3394;Jardim Alpino 
3394;Jardim dos Coqueiros 
3394;Jardim dos Coqueiros II 
3394;Bairro do Km Sete 
3394;Jardim Monte Líbano 
3394;Residencial Paraíso 
3394;Jardim Soto 
3394;Vila Celso Mouad 
3394;Jardim América 
3394;Solo Sagrado 
3394;Conjunto Habitacional Antônio Zaccaro 
3394;Jardim Bom Pastor 
3394;Jardim São Domingos 
3394;Conjunto Habitacional Euclides Figueiredo 
3394;Jardim Santa Rosa 
3394;Vila Alexandria 
3394;Jardim Moreschi 
3394;Jardim Vertoni 
3394;Nova Catanduva 
3394;Nosso Teto 
3394;Parque Glória I 
3394;Parque Glória II 
3394;Parque Glória III 
3394;Parque Glória IV 
3394;Parque Glória V 
3394;Parque Glória VI 
3394;Jardim Bela Vista 
3394;São Francisco 
3394;Jardim do Bosque 
3394;Jardim Caparroz 
3394;Residencial Colina do Sol 
3394;Jardim Júlia Caparroz 
3394;Jardim Esperança 
3394;Jardim Pedro Borgonovi 
3394;Residencial Maria Luiza Peres de Faria 
3394;Jardim Tarraf II 
3394;Vila Bela 
3394;Jardim Salles 
3394;Vila Jorge 
3394;Vila Mota 
3394;Higienópolis 
3394;Vila São Luís 
3394;Vila Guzzo 
3394;Vila Paulista 
3394;Jardim Ipanema 
3394;Distrito Industrial José Antônio Boso 
3394;Parque Ipiranga 
3394;Parque Flamingo 
3394;Conjunto Antônio Mastrocola 
3394;Polo Industrial Giordano Mestrinelli 
3394;Distrito Industrial Antônio Zaccaro 
3394;Conjunto Habitacional Gabriel Hernandes 
3394;Jardim Imperial 
3394;Jardim Alvorada 
3394;Residencial Santa Paula 
3394;Vila Engracia 
3394;Residencial Diolfen Martani 
3394;Jardim do Lago 
3394;Residencial Cidade Jardim 
3394;Jardim Irradiação 
3394;Conjunto Habitacional Pedro Nechar 
3394;Conjunto Habitacional Pedro Luis Boso/Manoel 
3394;Vila Lunardelli 
3394;Residencial Juliatti de Carvalho 
3394;Residencial Sebastião Moraes 
3394;Morada dos Executivos 
3394;Jardim da Torre 
3394;Polo Coml. e Indl. Raul de Carvalho 
3394;Jardim Oriental 
3394;Residencial San Remo 
3394;Jardim Santa Helena 
3394;Jardim Nações Unidas 
3394;Jardim Brasil 
3394;Vila Juca Pedro 
3394;Residencial Isabela 
3394;Jardim Belém 
3394;Residencial Primavera 
3394;Vila Stocco 
3394;Vila Maria Jorge 
3394;Altos do Higienópolis 
3394;Morada dos Pássaros 
3394;Jardim Eldorado 
3394;Residencial Pacha 
3394;Zé Povão 
3394;Conjunto Habitacional Prefeito João Righini 
3394;Conjunto Habitacional Nair de Freitas 
3394;Residencial Agudo Romão 2 
3394;Distrito Industrial Pedro Luis Boso 
3394;Residencial Esplanada 
3394;Conjunto Habitacional Ângelo Gavioli 
3394;Expansão 1 
3394;Expansão 2 
3394;Expansão 3 
3417;Vila Elizabeth 
3417;Sítio Cafezal 
3417;Jardim Anchieta 
3417;Jardim São Francisco 
3417;Centro 
3417;Vila Couto 
3417;Santa Rosa 
3417;Vila Nova 
3417;Vila Natal 
3417;Vila São José 
3417;Jardim Nova República 
3417;Parque São Luis 
3417;Jardim Casqueiro 
3417;Ilha Caraguatá 
3417;Vale Verde 
3417;Vila Fabril 
3417;Vila Light 
3417;Pinhal do Miranda 
3417;Cota 200 
3417;Vila Esperança 
3417;Vila dos Pescadores 
3417;Caminho do Mar 
3417;Parque Perequê 
3417;Serra do Poço do Meio 
3417;Serra do Mogi 
3417;Serra do Mourão 
3417;Areais 
3417;Ilha Pompeva 
3417;Ilha do Tatu 
3417;Volta do Santana 
3417;Ilha Nhapium 
3417;Paranhos 
3417;Marzagão 
3417;Mãe Maria 
3417;Cruzeiro Quinhentista 
3417;Perequê 
3417;Raiz da Serra 
3417;Piaçaguera 
3420;Taboão 
3420;Piraporinha 
3420;Casa Grande 
3420;Eldorado 
3420;Serraria 
3420;Conceição 
3420;Centro 
3420;Campanário 
3420;Canhema 
3420;Vila Nogueira 
3420;Inamar 
3435;Água Espraiada 
3435;Água Morna 
3435;Bosque Capuava 
3435;Bosque do Embu 
3435;Caminho do Índio 
3435;Capuava 
3435;Centro 
3435;Cercado Grande 
3435;Chacaras Ana Lucia 
3435;Chacaras Aurora 
3435;Chacaras Bartira 
3435;Chacaras Lidia 
3435;Chacaras São Cristovão 
3435;Cooperativa 
3435;Embu Colonial 
3435;Embuema 
3435;Engenho Velho 
3435;Esplanada 
3435;Estância de Embuarama 
3435;Gramado 
3435;Granja Nossa Senhora Aparecida 
3435;Invernada 
3435;Itatuba 
3435;Jardim Ângela 
3435;Jardim Batista 
3435;Jardim Casa Branca 
3435;Jardim Castilho 
3435;Jardim Colibri 
3435;Jardim da Luz 
3435;Jardim de Lourdes 
3435;Jardim do Colégio 
3435;Jardim Dom José 
3435;Jardim dos Ipes 
3435;Jardim dos Moraes 
3435;Jardim dos Oliveiras 
3435;Jardim Elisa 
3435;Jardim Fabiana 
3435;Jardim Ferreira 
3435;Jardim Flórida 
3435;Jardim Indaia 
3435;Jardim Independência 
3435;Jardim Irene 
3435;Jardim Itatiaia 
3435;Jardim Julia 
3435;Jardim Jurema 
3435;Jardim Laila 
3435;Jardim Lavorato 
3435;Jardim Magaly 
3435;Jardim Marina 
3435;Jardim Mimas 
3435;Jardim Nayara 
3435;Jardim Nossa Senhora de Fátima 
3435;Jardim Novo Campo Limpo 
3435;Jardim Novo Embu 
3435;Jardim Pinheirinho 
3435;Jardim Pinheiros 
3435;Jardim Presidente Kennedy 
3435;Jardim Recanto da Fonte 
3435;Jardim Sadie 
3435;Jardim Santa Bárbara 
3435;Jardim Santa Clara 
3435;Jardim Santa Emília 
3435;Jardim Santa Luzia 
3435;Jardim Santa Maria 
3435;Jardim Santa Rita 
3435;Jardim Santa Tereza 
3435;Jardim Santo Antonio 
3435;Jardim Santo Eduardo 
3435;Jardim São Francisco 
3435;Jardim São Luiz 
3435;Jardim São Marcos 
3435;Jardim Silvia 
3435;Jardim Taima 
3435;Jardim Tome 
3435;Jardim Valo Verde 
3435;Jardim Vazame 
3435;Jardim Vista Alegre 
3435;Jardim Vitória 
3435;Maranhão 
3435;Maria Auxiliadora 
3435;Maria Imaculada 
3435;Mundo Real 
3435;Moinho Velho 
3435;Paranapanema 
3435;Parque das Chácaras 
3435;Parque dos Caetes 
3435;Parque Francisco Rizzo 
3435;Parque Industrial 
3435;Parque Luiza 
3435;Parque Pirajussara 
3435;Parque São Leonardo 
3435;Pataxos 
3435;Pedreira 
3435;Perove 
3435;Pindorama 
3435;Ponta Pora 
3435;Prado Rangel 
3435;Quinhau 
3435;Quinta do morro 
3435;Ressaca 
3435;Santa Rosa 
3435;Tingidor 
3435;Vale do Sol 
3435;Vila Bonfim 
3435;Vila Carmem 
3435;Vila Isis Cristina 
3435;Vila Olinda 
3435;Vila Pereque 
3435;Vila Real 
3435;Vila Regina 
3435;Vila Votorantim 
3476;Centro Histórico 
3476;São Benedito 
3476;Pedreira 
3476;Tamandaré 
3476;Figueira 
3476;Campo do Galvão 
3476;Vila Paraíba 
3476;Nova Guará 
3476;Santa Rita 
3476;Piedade 
3476;Vila Conselheiro Rodrigues Alves 
3476;Pedregulho 
3476;Alto Pedregulho 
3476;Portal das Colinas 
3476;Cohab 
3476;Vila Brasil 
3476;São Bento 
3476;Pinheiral 
3476;Jardim Rony 
3476;Aeroporto 
3476;Bela Vista 
3476;Parque do Sol 
3476;Beira Rio 
3476;Jardim Esperança 
3476;Engenheiro Neiva 
3476;Rio Comprido 
3476;Clube dos 500 
3476;Santa Luzia 
3476;São Francisco 
3476;Santa Clara 
3476;Aeronáutica 
3476;São Manoel 
3476;São Dimas 
3476;Alto Jardim do Vale 
3476;Jardim do Vale 
3476;Retiro 
3476;Pingo de Ouro 
3476;Santa Edwiges 
3476;Piagui 
3479;Astúrias 
3479;Cachoeira 
3479;Enseada I 
3479;Guaiúba 
3479;Guararu 
3479;Helena Maria 
3479;Jardim Acapulco 
3479;Jardim Virgínia 1 
3479;Jardim Virgínia 2 
3479;Mar e Céu 
3479;Marinas 1 
3479;Marinas 2 
3479;Perequê 
3479;Pernambuco 
3479;Pitangueiras 
3479;Santa Rosa 1 
3479;Santa Rosa 2 
3479;Santo Amaro 1 
3479;Santo Antônio 1 
3479;Santo Antônio 2 
3479;Tombo 
3479;Tortuga 
3479;Vila Zilda 
3479;Conceiçãozinha 
3479;Itapema 
3479;Jardim Boa Esperança 
3479;Jardim Progresso 
3479;Morrinhos 
3479;Pae Cará 
3479;Parque Estuário 
3479;Porto 
3479;Vargem Grande 
3479;Vila Áurea 
3479;Enseada II 
3480;Aeroporto Internacional 
3480;Água Chata 
3480;Água Azul 
3480;Aracília 
3480;Bananal 
3480;Bela Vista 
3480;Bom Clima 
3480;Bonsucesso 
3480;Cabuçu 
3480;Capelinha 
3480;Cecap 
3480;Centro 
3480;Cocaia 
3480;Cumbíca 
3480;Fátima 
3480;Fortaleza 
3480;Gopouva 
3480;Invernada 
3480;Itaím 
3480;Itapegica 
3480;Jardim Vila Galvão 
3480;Lavras 
3480;Macedo 
3480;Maia 
3480;Mato das Cobras 
3480;Monte Carmelo 
3480;Morro Grande 
3480;Morros 
3480;Paraventi 
3480;Picanço 
3480;Pimentas 
3480;Ponte Grande 
3480;Porto da Igreja 
3480;Presidente Dutra 
3480;Sadokim 
3480;São João 
3480;São Roque 
3480;Taboão 
3480;Torres Tibagy 
3480;Tranquilidade 
3480;Várzea do Palácio 
3480;Vila Augusta 
3480;Vila Barros 
3480;Vila Galvão 
3480;Vila Rio 
3500;Vila 
3500;Santa Tereza 
3500;Barreiros 
3500;Viana 
3500;Siriuba 
3500;Garapocaia 
3500;Ponta Azeda 
3500;Armação 
3500;Ponta das Canas 
3500;Pacoíba 
3500;Furnas 
3500;Jabaquara 
3500;Fome 
3500;Poço 
3500;Água Branca 
3500;Toca 
3500;Reino 
3500;Zabumba 
3500;Camarão 
3500;Barra Velha 
3500;Pereque 
3500;Itaguassu 
3500;Itaquanduba 
3500;Engenheiro D'Água 
3500;Cocaia 
3500;Costa Bela 
3500;Ilhote 
3500;Bonete 
3500;Borrifos 
3500;Itapecerica 
3500;Taubaté 
3500;São Pedro 
3500;Veloso 
3500;Curral 
3500;Ribeirão 
3500;Praia Grande 
3500;Feiticeira 
3500;Portinho 
3500;Sombrio 
3500;Praia Vermelha 
3500;Praia Mansa 
3500;Castelhanos 
3500;Laje Preta 
3500;Estácio 
3500;Guanxumas 
3500;Serraria 
3500;Enxovas 
3520;Marrocos 
3520;Loty 
3520;Campos Elíseos 
3520;Verde Mar 
3520;Suarão 
3520;Nossa Senhora do Sion 
3520;Guarda Civil 
3520;Savoy 
3520;Satélite 
3520;Laranjeiras 
3520;Cidade Anchieta 
3520;Ivoty 
3520;Vila São Paulo 
3520;Mosteiro 
3520;Guaraú 
3520;Baixio 
3520;Centro 
3520;Oásis 
3520;Tropical 
3520;Aguapeú 
3520;Raminho 
3520;Do Rio Acima 
3520;Praia dos Sonhos 
3520;Cibratel I 
3520;Belas Artes 
3520;Corumbá 
3520;Cibratel II 
3520;Guapiranga 
3520;Sabaúna 
3520;Umuarama 
3520;Jardim Coronel 
3520;Jardim Anchieta 
3520;Tupy 
3520;Bopiranga 
3520;São Fernando 
3520;Araraú 
3526;Centro 
3526;Vila Pereira 
3526;Santo Antônio 
3526;Santa Cruz 
3526;Nova Itapira 
3526;Bela Vista 
3526;Vila Bazani 
3526;Cubatão 
3526;São Vicente 
3526;Boa Vista 
3526;Santa Fé 
3526;Pires 
3526;Vila Esperança 
3526;São Benedito 
3526;Vila Isaura 
3526;Vila Ilze 
3526;Jardim Bonfim 
3526;Jardim Rachel 
3526;Macumbé 
3526;Vila Maria 
3526;Santa Terezinha 
3526;Prados 
3526;Macucos 
3526;Pinheiros 
3526;Salgados 
3526;Santa Bárbara 
3526;Jardim Ivete 
3526;Jardim Magali 
3532;Centro 
3532;Perobal 
3532;Rio Abaixo 
3532;Corredor 
3532;Cuiabá 
3532;Una 
3532;Pinheirinho 
3532;Ribeiro 
3532;São Bento 
3532;Monte Belo 
3532;Tipóia 
3532;Campo da Venda 
3532;Campo Limpo 
3532;Pium 
3532;Cidade Kemel 
3532;Vila Virgínia 
3532;Morro Branco 
3532;Pedreira 
3532;Estação 
3532;Mandi 
3532;Jaguari 
3532;Sítio Mato Dentro 
3532;Açafrão 
3532;Aracaré 
3536;Centro 
3536;Jardim Parenti 
3536;Jardim Parenti II 
3536;Jardim Cidade Serrana 
3536;Vila União 
3536;Vila Nova Itatinga 
3536;Conjunto Habitacional Mário Covas 
3536;Vila São Domingos 
3536;Vila São João 
3536;Jardim Pedra Branca 
3536;Residencial Nunes 
3536;Vila Prete 
3536;Chácara Horizonte 
3536;Vila Canaã 
3536;Nova América 
3536;Parque Industrial 
3544;Centro 
3544;Sorocabano 
3544;Nova Jaboticabal 
3544;Aparecida 
3544;Barreiro 
3544;Alto 
3544;São Roque 
3544;Cerradinho 
3544;Santa Isabel 
3544;Cachoeira dos Mendes 
3545;Zona de Interesse Social 
3561;Centro 
3561;Vila Arens / Vila Progresso 
3561;Agapeama 
3561;Jardim do Lago 
3561;Vila Maringá 
3561;Vila Rami 
3561;Vianelo/Bonfiglioli 
3561;Anhangabaú 
3561;Retiro 
3561;Parque do Colégio 
3561;Vila Municipal 
3561;Vila Rio Branco 
3561;Ponte São João 
3561;Jundiaí Mirim 
3561;Jardim São Camilo 
3561;Colônia 
3561;Jardim Tamoyo 
3561;Jardim Nambi 
3561;Jardim Pacaembu 
3561;Malota 
3561;Vila Alvorada 
3561;Casa Branca / Setor Industrial 
3561;Hortolândia 
3561;Horto Florestal 
3561;Marco Leite 
3561;Moisés 
3561;Vale Azul 
3561;Aeroporto 
3561;Parque Eloy Chaves 
3561;Ermida 
3561;Jardim das Tulipas 
3561;Gramadão 
3561;Distrito Industrial 
3561;Engordadouro 
3561;Torres de São José 
3561;Cecap 
3561;Parque Centenário 
3561;Pinheirinho/Represa 
3561;Cerâmica Ibetel 
3561;Caxumbu 
3561;Nova Odessa 
3561;Jardim Samambaia 
3561;Medeiros 
3561;Setor Industrial 
3608;Moreira 
3608;Santa Casa 
3608;Souza 
3608;Aeroporto 
3608;Santa Cruz 
3608;Nossa Senhora Aparecida 
3608;Grota 
3608;Fartura 
3608;São José 
3608;Portal 
3608;São Pedro 
3608;Colina 
3608;Centro 
3610;Chácara São Domingos 
3610;Distrito Industrial I 
3610;Santa Cecília 
3610;Jardim São Francisco 
3610;Mocoquinha 
3610;Vila Naufel 
3610;Descanso 
3610;Braz 
3610;Aparecida 
3610;Jardim Santa Clara 
3610;Vila Carvalho 
3610;Vila Quintino 
3610;Jardim Chico Piscina 
3610;Jardim Lavínia 
3610;Chácara Bela Vista 
3610;Conjunto Habitacional Doutor Gilberto Rossetti 
3610;Vila Santa Rosa 
3610;Gatolândia 
3610;Distrito Industrial II 
3610;Jardim Primavera 
3610;Jardim Morro Azul 
3610;Vila Lambari 
3610;Vila Mariana 
3610;Cecap 
3610;Jardim Alvorada 
3610;Conjunto Habitacional Doutor Gabriel do O 
3610;Centro 
3610;Conjunto Habitacional Nene Pereira Lima 
3610;Jardim São Luiz 
3610;Jardim Santa Maria 
3610;Conjunto Habitacional Ary Estevão 
3610;Chácaras do Vale 
3645;Região Administrativa 01 
3645;Região Administrativa 02 
3645;Região Administrativa 03 
3645;Região Administrativa 04 
3645;Região Administrativa 05 
3645;Região Administrativa 06 
3645;Região Administrativa 07 
3645;Região Administrativa 08 
3645;Região Administrativa 09 
3645;Região Administrativa 10 
3645;Região Administrativa 11 
3645;Região Administrativa 12 
3645;Região Administrativa 13 
3645;Região Administrativa 14 
3645;Região Administrativa 15 
3645;Região Administrativa 16 
3645;Região Administrativa 17 
3655;Jardim das Flores 
3655;Km 18 
3655;Centro 
3655;Vila Osasco 
3655;Industrial Centro 
3655;Cipava 
3655;Vila Yolanda 
3655;Pestana 
3655;Setor Militar 
3655;Bonfim 
3655;Presidente Altino 
3655;Industrial Autonomistas 
3655;Parque Continental 
3655;Vila Campesina 
3655;Cidade de Deus 
3655;Piratininga 
3655;Rochale 
3655;Vila Yara 
3655;Bela Vista 
3655;Jardim Roberto 
3655;Iapi 
3655;Ayrosa 
3655;Industrial Remédios 
3655;Industrial Altino 
3655;Adalgisa 
3655;Umuarama 
3655;Cidade das Flores 
3655;Vila Militar 
3655;Castelo Branco 
3655;Remédios 
3655;Santo Antônio 
3655;Jardim Elvira 
3655;Aliança 
3655;Jardim D'Abril 
3655;Jaguaribe 
3655;São Pedro 
3655;Quintauna 
3655;Munhoz Júnior 
3655;Industrial Mazzei 
3655;Mutinga 
3655;Padroeira 
3655;Helena Maria 
3655;Baronesa 
3655;Vila Menk 
3655;Bussocaba 
3655;Veloso 
3655;Bandeiras 
3655;Portal D'Oeste 
3655;Industrial Anhanguera 
3655;City Bussocaba 
3655;Jardim Novo Osasco 
3655;Bonança 
3655;Platina 
3655;Metalúrgicos 
3655;Paiva Ramos 
3655;Três Montanhas 
3655;Jardim Conceição 
3655;Santa Fé 
3655;Raposo Tavares 
3655;Santa Maria 
3660;Industrial 
3660;Primavera 
3660;Nova Esperança 
3660;Paraíso 
3660;Centro 
3678;Nova Paulínia 
3678;Jardim de Itapoan 
3678;Jardim Vista Alegre 
3678;Jardim dos Calegaris 
3678;Jardim Fortaleza 
3678;Santa Cecília 
3678;Vila Bressani 
3678;Vila Presidente Médici 
3678;Vila José Paulino Nogueira 
3678;Vila Monte Alegre 
3678;Jardim N. S. Aparecida 
3678;Santa Terezinha 
3678;Poço Fundo 
3678;Bela Vista 
3678;Jardim Planalto 
3678;João Aranha 
3678;Balneário Tropical 
3678;Nova Veneza 
3678;Belvedere do Lago 
3678;Jardim Itapoan 
3678;Alto Pinheiros 
3678;Dona Edith de Campos Favaro 
3678;São Luiz 
3678;São Domingos 
3678;Saltinho 
3678;Jardim América 
3678;Parque da Figueira 
3678;Jardim Harmonia 
3678;Boa Esperança 
3678;Bonfim 
3678;Jardim Ypê 
3678;Betel 
3678;Morumbi 
3678;Cascata 
3678;Parque Brasil 500 
3678;Parque Bom Retiro 
3678;São Bento 
3678;Jardim Flamboyant 
3701;Centro 
3701;Cidade Alta 
3701;Cidade Jardim 
3701;Clube de Campo 
3701;Higienópolis 
3701;Jardim Elite 
3701;Nova América 
3701;Piracicamirim 
3701;Jardim Caxambú 
3701;Vila Monteiro 
3701;Vila Independência 
3701;São Judas 
3701;São Dimas 
3701;Agronomia 
3701;Santa Cecília 
3701;Abaeté 
3701;Morumbi 
3701;Dois Córregos 
3701;Unileste 
3701;Monte Alegre 
3701;Conceição 
3701;Santa Rita 
3701;Jardim São Francisco 
3701;Taquaral 
3701;CECAP 
3701;Pompéia 
3701;Água Branca 
3701;Jardim Califórnia 
3701;Campestre 
3701;Bairro Verde 
3701;Paulicéia 
3701;Monte Líbano 
3701;Jardim Itapuã 
3701;Vila Cristina 
3701;Paulista 
3701;Jaraguá 
3701;Castelinho 
3701;Parque da Rua do Porto 
3701;Novo Horizonte 
3701;Jardim Planalto 
3701;São Jorge 
3701;Morato 
3701;Glebas Califórnia 
3701;Jardim Jupiá 
3701;Nova Piracicaba 
3701;Jardim Monumento 
3701;Nhô Quim 
3701;Vila Rezende 
3701;Algodoal 
3701;Jardim Primavera 
3701;Areião 
3701;Vila Fátima 
3701;Vila Industrial 
3701;Mário Dedini 
3701;Guamium 
3701;Santa Rosa 
3701;Santa Terezinha 
3701;Vila Sônia 
3701;Vale do Sol 
3701;Parque Residencial Piracicaba 
3701;Ondas 
3701;Ondinhas 
3701;Capim Fino 
3701;Água Santa 
3727;Boqueirão 
3727;Guilhermina 
3727;Aviação 
3727;Tupy 
3727;Ocian 
3727;Mirim 
3727;Caiçara 
3727;Flórida 
3727;Solemar 
3727;Cidade da Criança 
3727;Melvi 
3727;Quietude 
3727;Antartica 
3727;Sítio do Campo 
3727;Militar 
3727;Ribeirópolis 
3727;Andaraguá 
3727;Anhanguera 
3727;Tupiry 
3727;Santa Marina 
3727;Vila Sônia 
3727;Xixova 
3727;Canto do Forte 
3727;Maracanã 
3727;Real 
3727;Princesa 
3727;Imperador 
3727;Samambaia 
3727;Esmeralda 
3727;Serra do Mar 
3754;Barro Branco 
3754;Santa Luzia 
3754;Roncon 
3754;Santana 
3754;Colônia 
3754;Pastoril 
3754;Ponte Seca 
3754;Centro 
3754;Aliança 
